record_id,visit_date,month,season,region,state,city,attraction,origin_country,party_type,party_size,accommodation,purpose,stay_nights,avg_spend_usd_per_person,satisfaction_rating_1_5
201,2019-09-02,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,3,Camping,Leisure,4,284.98,4.2
202,2022-11-15,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Group,1,Hotel,Leisure,0,330.6,5.0
203,2024-01-27,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United Kingdom,Solo,2,Hostel,Leisure,1,151.34,3.1
204,2021-03-30,3,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,6,Resort,Leisure,2,210.75,4.1
205,2018-10-22,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,4,Hotel,Leisure,4,172.52,4.7
206,2021-05-13,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Hotel,Visiting Friends/Family,2,82.3,4.7
207,2020-10-04,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,6,Camping,Leisure,3,184.98,4.3
208,2019-07-21,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Couple,4,Hotel,Leisure,4,198.9,4.6
209,2025-08-05,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,2,Hotel,Leisure,5,90.35,3.1
210,2019-05-14,5,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,1,Hotel,Leisure,2,137.68,3.9
211,2019-02-16,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,4,Vacation Rental,Leisure,3,185.99,4.4
212,2018-10-22,10,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Family,1,Vacation Rental,Leisure,2,215.18,3.5
213,2024-09-29,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United Kingdom,Group,5,Hotel,Leisure,4,198.16,4.1
214,2025-05-29,5,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,France,Solo,1,Vacation Rental,Leisure,2,169.66,4.3
215,2025-02-17,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Solo,1,Hotel,Leisure,4,222.5,4.0
216,2020-06-16,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Couple,1,Vacation Rental,Business,1,156.0,5.0
217,2023-01-28,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,Canada,Couple,1,Resort,Leisure,1,225.57,4.5
218,2025-08-06,8,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Couple,4,Hotel,Leisure,2,176.19,4.4
219,2019-10-12,10,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,1,Resort,Leisure,5,208.59,4.5
220,2025-06-25,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Couple,3,Vacation Rental,Business,5,190.53,3.3
221,2019-02-09,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,Australia,Family,4,Hotel,Leisure,2,237.19,4.6
222,2022-04-23,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,5,Hotel,Leisure,1,247.7,3.8
223,2023-08-09,8,Summer,South,FL,Miami,South Beach / Art Deco,United States,Couple,1,Hotel,Visiting Friends/Family,2,180.28,4.2
224,2019-12-10,12,Winter,West,CA,Yosemite,Yosemite National Park,Germany,Family,5,Hotel,Leisure,4,166.35,4.5
225,2023-04-29,4,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Group,3,Camping,Leisure,1,294.44,4.4
226,2024-02-19,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,3,Hotel,Business,7,222.67,3.5
227,2022-05-30,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Leisure,2,216.6,4.7
228,2020-08-12,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,Australia,Solo,4,Vacation Rental,Leisure,3,156.76,4.1
229,2020-08-02,8,Summer,Northeast,NY,Niagara Falls,Niagara Falls,United States,Group,2,Hotel,Leisure,1,170.04,2.7
230,2023-08-03,8,Summer,Northeast,NY,Niagara Falls,Niagara Falls,Other,Couple,2,Hotel,Leisure,1,174.5,3.5
231,2023-11-19,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,1,Friends/Family,Leisure,3,245.24,3.5
232,2024-04-04,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,2,Friends/Family,Leisure,3,243.07,3.0
233,2021-11-23,11,Autumn,Northeast,NY,Niagara Falls,Niagara Falls,United States,Solo,1,Hotel,Business,1,47.34,5.0
234,2021-05-19,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Solo,1,Resort,Leisure,8,148.28,4.8
235,2023-12-08,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Vacation Rental,Leisure,4,156.05,4.9
236,2021-04-15,4,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United Kingdom,Family,2,Hotel,Leisure,5,167.54,3.8
237,2020-06-29,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,3,Camping,Business,1,237.11,4.8
238,2025-09-06,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,4,Hotel,Leisure,4,167.46,4.2
239,2019-02-21,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,China,Group,3,Hotel,Leisure,6,256.2,3.8
240,2022-02-13,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Business,3,214.01,4.3
241,2018-09-30,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,2,Hotel,Leisure,5,269.5,4.0
242,2022-11-09,11,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Vacation Rental,Event/Conference,3,145.23,4.4
243,2019-06-21,6,Summer,West,CA,Yosemite,Yosemite National Park,Other,Solo,1,Hotel,Visiting Friends/Family,2,108.91,4.0
244,2018-09-28,9,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Group,3,Vacation Rental,Leisure,1,184.28,3.9
245,2018-05-29,5,Spring,West,CA,Yosemite,Yosemite National Park,United States,Family,1,Resort,Leisure,2,85.53,5.0
246,2020-06-07,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Hotel,Leisure,3,146.64,5.0
247,2020-10-05,10,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Couple,1,Hotel,Leisure,2,199.06,4.4
248,2023-09-09,9,Autumn,Northeast,DC,Washington DC,National Mall / Museums,Germany,Solo,4,Hotel,Business,0,156.85,4.7
249,2025-02-03,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Resort,Leisure,5,231.91,3.9
250,2025-04-03,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,3,Hotel,Leisure,3,221.83,3.7
251,2020-09-12,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,4,Hotel,Leisure,3,235.73,3.0
252,2019-03-08,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,4,Hotel,Leisure,2,203.72,4.2
253,2021-11-12,11,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Solo,2,Hotel,Leisure,7,147.08,5.0
254,2025-08-12,8,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,2,Camping,Leisure,2,115.53,4.0
255,2019-04-02,4,Spring,South,FL,Miami,South Beach / Art Deco,United States,Family,1,Hotel,Leisure,7,253.97,3.9
256,2025-09-11,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,India,Group,1,Hotel,Leisure,1,190.17,4.8
257,2022-10-17,10,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,1,Vacation Rental,Visiting Friends/Family,1,164.08,5.0
258,2023-11-17,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Hotel,Leisure,0,172.88,4.2
259,2018-07-06,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,2,Hotel,Leisure,4,187.91,4.7
260,2020-06-10,6,Summer,South,FL,Miami,South Beach / Art Deco,United States,Family,2,Vacation Rental,Event/Conference,1,229.99,4.0
261,2024-09-13,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,5,Hotel,Leisure,4,188.15,4.1
262,2020-08-07,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Resort,Leisure,4,214.26,3.5
263,2020-10-29,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Resort,Leisure,1,222.91,2.4
264,2019-05-05,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,Canada,Family,3,Resort,Leisure,4,261.57,4.5
265,2020-06-05,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,4,172.19,4.2
266,2020-03-28,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,2,Resort,Leisure,4,147.49,4.7
267,2021-10-16,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,2,Resort,Leisure,3,259.76,4.5
268,2018-03-01,3,Spring,West,CA,Los Angeles,Hollywood / Beaches,India,Family,4,Vacation Rental,Leisure,1,247.63,2.9
269,2022-10-18,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,1,Resort,Leisure,7,244.26,3.5
270,2022-01-25,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,3,Hotel,Business,5,149.5,3.6
271,2021-06-22,6,Summer,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Couple,1,Hotel,Visiting Friends/Family,3,92.38,4.7
272,2019-05-23,5,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,1,Hotel,Business,2,101.86,4.0
273,2018-05-09,5,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Family,2,Resort,Leisure,7,115.06,3.2
274,2020-12-02,12,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Hotel,Leisure,1,259.02,5.0
275,2025-06-06,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Group,2,Hotel,Leisure,3,250.54,4.6
276,2022-07-11,7,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,6,Resort,Leisure,4,291.33,3.9
277,2025-09-30,9,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Family,3,Hotel,Visiting Friends/Family,3,112.91,4.3
278,2023-02-16,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,Other,Solo,3,Hotel,Leisure,2,323.67,4.9
279,2018-10-18,10,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,2,Hotel,Leisure,4,224.42,5.0
280,2025-02-02,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,3,Camping,Leisure,4,221.8,2.7
281,2021-10-12,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,1,Resort,Leisure,1,218.03,3.3
282,2020-02-09,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Visiting Friends/Family,2,248.74,4.9
283,2025-04-06,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,3,Hotel,Visiting Friends/Family,2,206.48,4.2
284,2025-08-06,8,Summer,West,CA,Los Angeles,Hollywood / Beaches,India,Couple,3,Hotel,Leisure,3,191.95,4.5
285,2018-06-24,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Leisure,3,187.89,3.4
286,2023-08-11,8,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,5,Resort,Leisure,1,248.51,3.5
287,2024-02-05,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,3,Friends/Family,Leisure,4,123.24,4.5
288,2018-06-24,6,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Solo,1,Vacation Rental,Education/Research,3,123.64,3.2
289,2023-02-17,2,Winter,Northeast,NY,Niagara Falls,Niagara Falls,Canada,Couple,3,Hotel,Event/Conference,6,171.66,4.6
290,2024-04-02,4,Spring,Northeast,NY,Niagara Falls,Niagara Falls,United Kingdom,Family,1,Hotel,Leisure,5,154.16,3.5
291,2023-02-26,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Business,4,210.92,5.0
292,2024-07-18,7,Summer,West,WY,Yellowstone,Yellowstone National Park,United States,Group,1,Resort,Leisure,3,121.19,3.8
293,2020-02-10,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Leisure,3,308.51,4.3
294,2023-04-23,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Canada,Family,1,Hotel,Leisure,3,280.1,5.0
295,2023-09-27,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,3,Hotel,Leisure,3,195.95,3.5
296,2020-12-28,12,Winter,South,FL,Miami,South Beach / Art Deco,United States,Family,5,Vacation Rental,Leisure,3,287.37,4.2
297,2018-03-14,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,India,Couple,1,Friends/Family,Leisure,6,219.1,3.7
298,2020-01-02,1,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,1,Resort,Leisure,2,241.31,3.8
299,2024-06-29,6,Summer,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,Canada,Couple,1,Resort,Leisure,0,145.41,4.3
300,2022-09-11,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,5,Hotel,Leisure,5,182.0,3.8
301,2021-04-04,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,1,Resort,Leisure,7,276.43,5.0
302,2024-04-03,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,3,Vacation Rental,Leisure,3,263.77,4.1
303,2019-01-07,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,Other,Couple,3,Hotel,Leisure,3,257.76,4.0
304,2019-01-22,1,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Group,1,Friends/Family,Leisure,3,209.44,3.2
305,2021-01-10,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,2,Friends/Family,Leisure,1,110.1,5.0
306,2020-01-27,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,Canada,Group,2,Hotel,Leisure,5,96.09,5.0
307,2023-02-01,2,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Group,2,Hotel,Leisure,3,91.15,4.3
308,2022-04-17,4,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Solo,2,Hotel,Business,2,325.57,4.0
309,2018-07-08,7,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,1,Vacation Rental,Leisure,5,203.7,3.9
310,2022-11-22,11,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Hotel,Visiting Friends/Family,3,153.0,4.3
311,2020-08-08,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,5,Hotel,Leisure,6,117.23,3.4
312,2022-04-01,4,Spring,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Group,1,Hotel,Business,5,165.26,3.3
313,2025-03-22,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Vacation Rental,Leisure,2,305.56,3.9
314,2021-07-26,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Solo,3,Vacation Rental,Leisure,5,250.66,4.1
315,2024-09-26,9,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,4,Hotel,Leisure,2,261.88,4.4
316,2023-10-23,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,Other,Family,4,Resort,Leisure,3,154.38,4.0
317,2024-10-30,10,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Hotel,Leisure,2,110.44,4.8
318,2021-07-20,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Group,2,Vacation Rental,Leisure,2,187.69,4.6
319,2018-06-06,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,3,Hotel,Leisure,4,226.32,4.5
320,2024-11-02,11,Autumn,West,WY,Yellowstone,Yellowstone National Park,Other,Family,1,Hotel,Leisure,7,118.36,5.0
321,2021-02-15,2,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,3,Resort,Leisure,2,156.31,4.1
322,2024-11-11,11,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Family,3,Resort,Leisure,2,129.01,4.1
323,2024-06-09,6,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,6,Resort,Leisure,2,251.8,4.9
324,2020-12-30,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Hotel,Leisure,4,205.16,3.8
325,2021-03-18,3,Spring,South,FL,Miami,South Beach / Art Deco,Canada,Family,3,Resort,Leisure,1,217.55,4.5
326,2020-05-20,5,Spring,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,5,Hotel,Leisure,5,84.1,4.3
327,2020-10-28,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,India,Couple,4,Hotel,Visiting Friends/Family,5,217.26,3.9
328,2022-05-06,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,2,Hotel,Leisure,1,219.48,4.6
329,2018-04-20,4,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Couple,4,Hotel,Leisure,3,251.25,3.3
330,2022-11-17,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,2,Hotel,Education/Research,4,222.88,4.7
331,2020-08-11,8,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Couple,2,Hotel,Visiting Friends/Family,3,209.63,4.9
332,2021-02-05,2,Winter,South,FL,Miami,South Beach / Art Deco,Other,Couple,1,Resort,Event/Conference,2,166.19,5.0
333,2022-03-21,3,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,1,Vacation Rental,Leisure,4,138.23,3.9
334,2019-02-25,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,Other,Couple,1,Vacation Rental,Leisure,6,118.17,3.7
335,2025-01-15,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,1,Friends/Family,Leisure,3,370.92,3.6
336,2021-05-08,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,Other,Group,1,Hotel,Leisure,2,174.03,4.0
337,2021-12-14,12,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,4,Hotel,Leisure,1,254.47,4.1
338,2020-05-15,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,2,Hotel,Visiting Friends/Family,3,163.24,5.0
339,2020-06-16,6,Summer,West,WY,Yellowstone,Yellowstone National Park,Other,Solo,3,Hotel,Visiting Friends/Family,4,125.1,4.4
340,2019-12-08,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,2,Hotel,Leisure,4,130.42,4.5
341,2023-09-16,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,China,Couple,1,Hotel,Business,2,222.99,4.1
342,2020-02-17,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,1,Hotel,Leisure,3,236.39,4.4
343,2018-02-18,2,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,1,230.78,4.4
344,2021-11-02,11,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,4,Camping,Leisure,4,140.64,5.0
345,2020-01-15,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,1,Hotel,Leisure,4,269.73,3.8
346,2024-05-11,5,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,Other,Solo,2,Hotel,Leisure,5,80.4,4.7
347,2023-07-15,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Leisure,1,142.07,4.4
348,2021-07-26,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,3,Hotel,Leisure,2,114.15,4.2
349,2020-08-15,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Leisure,5,225.47,3.8
350,2025-07-23,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,2,Vacation Rental,Event/Conference,4,193.39,3.9
351,2022-09-17,9,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Vacation Rental,Leisure,5,209.64,4.8
352,2019-12-11,12,Winter,West,WY,Yellowstone,Yellowstone National Park,United States,Group,1,Resort,Business,4,129.05,3.7
353,2021-07-16,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Leisure,3,151.65,4.6
354,2018-11-06,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Leisure,2,206.28,4.6
355,2024-11-26,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,5,Hotel,Leisure,3,185.87,3.2
356,2023-12-05,12,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,1,Hotel,Leisure,2,149.43,3.7
357,2025-07-21,7,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Resort,Leisure,3,167.84,4.2
358,2022-07-08,7,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,1,Hotel,Leisure,3,81.42,5.0
359,2021-01-20,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,Germany,Family,1,Hotel,Leisure,1,207.11,3.3
360,2025-08-17,8,Summer,West,CA,Yosemite,Yosemite National Park,Other,Couple,4,Hotel,Leisure,4,114.95,3.4
361,2018-03-07,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Resort,Education/Research,2,292.2,3.9
362,2020-08-27,8,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,3,Hotel,Leisure,4,249.63,4.8
363,2022-05-27,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Hotel,Leisure,8,190.99,4.5
364,2019-05-01,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Vacation Rental,Leisure,2,134.42,5.0
365,2019-07-03,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Hotel,Leisure,4,233.49,5.0
